title,deck,date,reviewer,score,url
"Madden NFL Football","If ever there were a cautionary tale for the early adopter of new gaming technology, Madden NFL Football is it.","2011-03-30 13:00:00","Alex",1,"http://www.giantbomb.com/reviews/madden-nfl-football-review/1900-374/"
"Mortal Kombat","Mortal Kombat is fantastic fun whether you're looking to take on the world or if you just want to see the story unfold in an all-new way.","2011-04-19 00:00:00","Jeff",5,"http://www.giantbomb.com/reviews/mortal-kombat-review/1900-375/"
"Portal 2","Valve falls further down its own rabbit hole with this expansive sequel that retains the cynical heart of the original Portal, while blowing out the scale on virtually every aspect of the execution.","2011-04-19 00:00:00","Ryan",5,"http://www.giantbomb.com/reviews/portal-2-review/1900-376/"
"Outland","Housemarque's latest download is bursting with uniquely challenging action and visual panache to spare.","2011-05-04 17:00:00","Brad",4,"http://www.giantbomb.com/reviews/outland-review/1900-378/"
"Brink","Flat combat and a lack of variety are just two of the things that make Brink such a disappointment.","2011-05-10 15:00:00","Jeff",2,"http://www.giantbomb.com/reviews/brink-review/1900-379/"
"LEGO Pirates of the Caribbean: The Video Game","The latest Lego extravaganza from Traveller's Tales offers some convincing reasons not to give up on this prolific, kid-oriented series.","2011-05-11 16:00:00","Brad",4,"http://www.giantbomb.com/reviews/lego-pirates-of-the-caribbean-the-video-game-revie/1900-380/"
"L.A. Noire","Rockstar's bold open-world adventure game wraps macabre '40s grit around gripping detective work.","2011-05-16 09:00:00","Brad",5,"http://www.giantbomb.com/reviews/la-noire-review/1900-381/"
"MotorStorm: Apocalypse","Like an extreme sports video directed by Roland Emmerich, MotorStorm: Apocalypse is simultaneously at its best and worst when it ramps up its particular brand of delirious carnage.  ","2011-05-24 16:00:00","Alex",3,"http://www.giantbomb.com/reviews/motorstorm-apocalypse-review/1900-382/"
"DiRT 3","Dirt 3 isn't as big a jump forward as Dirt 2 was, but tweaks and additional modes and features make it as deep as it is fun.","2011-05-24 14:00:00","Drew",5,"http://www.giantbomb.com/reviews/dirt-3-review/1900-383/"
"Red Faction: Armageddon","A few physics-based weapons and destructible environments can't elevate this strictly average third-person shooter.","2011-06-01 18:00:00","Brad",3,"http://www.giantbomb.com/reviews/red-faction-armageddon-review/1900-384/"
"Duke Nukem Forever","Duke Nukem Forever is a sad mess of a game, but hey, at least it finally came out, right?","2011-06-14 11:00:00","Jeff",2,"http://www.giantbomb.com/reviews/duke-nukem-forever-review/1900-385/"
"Alice: Madness Returns","Like its predecessor, Alice: Madness Returns is a game whose considerable dark artistic visions ease much of the gameplay's burden--but not all of it.","2011-06-16 12:00:00","Ryan",4,"http://www.giantbomb.com/reviews/alice-madness-returns-review/1900-386/"
"inFamous 2","It's not quite as refined as you'd expect a sequel to be, but Infamous 2 is still an electrifying good time.","2011-06-17 15:00:00","Brad",4,"http://www.giantbomb.com/reviews/infamous-2-review/1900-387/"
"Child of Eden","Child of Eden is Tetsuya Mizuguchi's most fully realized lightspeed bioluminescent cyberspace techno-synthetic neon air sculpture. That it's also a video game seems beside the point.","2011-06-18 17:00:00","Ryan",3,"http://www.giantbomb.com/reviews/child-of-eden-review/1900-388/"
"The Legend of Zelda: Ocarina of Time 3D","After more than a decade, portability and a lovely visual makeover are just bonus features for a game that holds up as well as Ocarina of Time.","2011-06-20 19:00:00","Brad",5,"http://www.giantbomb.com/reviews/the-legend-of-zelda-ocarina-of-time-3d-review/1900-389/"
"Shadows of the Damned","Shadows of the Damned is a hell of a good time.","2011-06-21 12:00:00","Alex",4,"http://www.giantbomb.com/reviews/shadows-of-the-damned-review/1900-390/"
"Iron Brigade","Though some aspects of it are short-lived, there are enough great multiplayer moments in Trenched to make it worth your while.","2011-06-22 15:00:00","Jeff",4,"http://www.giantbomb.com/reviews/iron-brigade-review/1900-391/"
"F.E.A.R. 3","After the previous games' high standards for chilling atmosphere and cinematic intensity, it's hard not to be disappointed by the common FPS trappings of FEAR 3.","2011-06-25 19:00:00","Ryan",2,"http://www.giantbomb.com/reviews/fear-3-review/1900-392/"
"Resident Evil: The Mercenaries 3D","Even the most devoted fans of the Mercenaries mode from the modern Resident Evil games will be ill-served by this insubstantial and expensive cash-in.","2011-06-30 12:00:00","Matt",2,"http://www.giantbomb.com/reviews/resident-evil-the-mercenaries-3d-review/1900-393/"
"Lucha Fury","Lucha Fury is like a master class in how to make a terrible beat-'em-up.","2011-06-28 16:00:00","Alex",1,"http://www.giantbomb.com/reviews/lucha-fury-review/1900-394/"
"Jamestown: Legend of the Lost Colony","Striking the proper balance between nostalgic and new, Jamestown is a real treat for classic shooter fans.","2011-07-01 16:00:00","Alex",4,"http://www.giantbomb.com/reviews/jamestown-legend-of-the-lost-colony-review/1900-395/"
"Dead Block","Dead Block is dead boring.","2011-07-08 16:00:00","Alex",2,"http://www.giantbomb.com/reviews/dead-block-review/1900-396/"
"Earth Defense Force: Insect Armageddon","Insect Armageddon fails to capture the chaos that made its predecessor ""special,"" meaning there's little to distract you from the simple, repetitive, and boring gameplay underneath. ","2011-07-12 17:00:00","Matt",2,"http://www.giantbomb.com/reviews/earth-defense-force-insect-armageddon-review/1900-397/"
"Ms. Splosion Man","Ms. Splosion Man lands on shaky footing, but at least she gets a lot of mileage out of that bow.","2011-07-13 17:00:00","Brad",3,"http://www.giantbomb.com/reviews/ms-splosion-man-review/1900-398/"
"Captain America: Super Soldier","Captain America may be derivative as all get out, but that doesn't mean there aren't some pleasures to be found in throwing a shield at a fake Nazi.","2011-07-19 09:00:00","Matt",3,"http://www.giantbomb.com/reviews/captain-america-super-soldier-review/1900-399/"
"Puzzle Agent 2","Puzzle Agent 2 takes the low-key weirdness of the original in fittingly strange new directions, but the puzzles themselves lack bite and variety.","2011-07-20 09:00:00","Ryan",3,"http://www.giantbomb.com/reviews/puzzle-agent-2-review/1900-400/"
"From Dust","This robust downloadable reminds you why it's so much fun to play video-game god.","2011-07-26 13:00:00","Brad",4,"http://www.giantbomb.com/reviews/from-dust-review/1900-401/"
"Catherine","You won't find another game on the market that's quite like Catherine, but it fumbles too frequently to work.","2011-07-28 15:00:00","Jeff",2,"http://www.giantbomb.com/reviews/catherine-review/1900-402/"
"Insanely Twisted Shadow Planet","It's not the most demanding game, but this stylized marriage of 2D adventuring and unique visual art makes for an entertaining ride for as long as it lasts.","2011-08-03 04:00:00","Brad",4,"http://www.giantbomb.com/reviews/insanely-twisted-shadow-planet-review/1900-403/"
"Yakuza 4","Yakuza 4 is a proudly traditional Japanese release, but the game doesn't always emphasize its best attributes. ","2011-08-01 17:00:00","Matt",3,"http://www.giantbomb.com/reviews/yakuza-4-review/1900-404/"
"Fruit Ninja Kinect","From your fingertip to all four limbs, Fruit Ninja Kinect offers simple, satisfying, smoothie-making fun that capitalizes on Kinect’s strengths.","2011-08-09 23:00:00","Ryan",4,"http://www.giantbomb.com/reviews/fruit-ninja-kinect-review/1900-405/"
"Toy Soldiers: Cold War","Diversified, action-oriented tower defense combines with thick, thick '80s nostalgia to produce a worthy Toy Soldiers sequel.","2011-08-17 04:00:00","Brad",4,"http://www.giantbomb.com/reviews/toy-soldiers-cold-war-review/1900-406/"
"Deus Ex: Human Revolution","The world of Deus Ex: Human Revolution is absolutely worth seeing, and that trumps any of the little issues that pop up along the way.","2011-08-23 15:00:00","Jeff",4,"http://www.giantbomb.com/reviews/deus-ex-human-revolution-review/1900-407/"
"Street Fighter III: 3rd Strike","Even if you completely disregarded Street Fighter III upon its initial release, Third Strike Online Edition is still worth checking out.","2011-08-24 18:00:00","Jeff",4,"http://www.giantbomb.com/reviews/street-fighter-iii-3rd-strike-review/1900-408/"
"Madden NFL 12","Madden NFL 12 finds the series in a state of regression, offering up minimal improvements to an increasingly passionless package.","2011-08-29 12:00:00","Alex",3,"http://www.giantbomb.com/reviews/madden-nfl-12-review/1900-409/"
"Mortal Kombat Arcade Kollection","The hallowed original trilogy of Mortal Kombat games deserves better than a bare-bones, barely functional compilation.","2011-09-01 13:00:00","Brad",2,"http://www.giantbomb.com/reviews/mortal-kombat-arcade-kollection-review/1900-410/"
"Bodycount","Bodycount has a few solid ideas buried underneath layers and layers of boring gameplay.","2011-09-02 14:00:00","Jeff",2,"http://www.giantbomb.com/reviews/bodycount-review/1900-411/"
"Resistance 3","Insomniac does a terrific job of making you forget about Resistance 2 with a sad, beautiful journey through the apocalypse.","2011-09-06 17:00:00","Patrick",4,"http://www.giantbomb.com/reviews/resistance-3-review/1900-412/"
"Driver: San Francisco","Driver: San Francisco takes the series in a supernatural direction with surprisingly exciting results.","2011-09-06 18:00:00","Jeff",4,"http://www.giantbomb.com/reviews/driver-san-francisco-review/1900-413/"
"Rock of Ages","Rock of Ages is as belligerently weird a game as you're ever likely to play, but by all means, you absolutely should play it.","2011-09-07 11:00:00","Alex",4,"http://www.giantbomb.com/reviews/rock-of-ages-review/1900-414/"
"Dead Island","Technical blemishes aside, you might be surprised how well loot-driven open-world questing and a tropical zombie apocalypse go together.","2011-09-12 16:00:00","Brad",4,"http://www.giantbomb.com/reviews/dead-island-review/1900-415/"
"Warhammer 40,000: Space Marine","Space Marine's balance between melee and ranged combat separates this savage and brutal game from so many other copycat shooters.  ","2011-09-14 13:00:00","Matt",4,"http://www.giantbomb.com/reviews/warhammer-40000-space-marine-review/1900-416/"
"The Gunstringer","Twisted Pixel’s plucky, “let’s put on a show!” can-do attitude has never been as prominent as it is in The Gunstringer.","2011-09-13 12:00:00","Ryan",4,"http://www.giantbomb.com/reviews/the-gunstringer-review/1900-417/"
"Warhammer 40,000: Space Marine","Space Marine's brutal single player works just fine on the PS3, but the online matchmaking is so busted that it's clearly the weakest of the three platforms.","2011-09-12 13:00:00","Matt",3,"http://www.giantbomb.com/reviews/warhammer-40000-space-marine-review/1900-418/"
"Gears of War 3","Gears of War 3 is a fantastic follow-up that answers important questions about the nature of the Gears universe while backing it all up with an even bigger, better multiplayer suite.","2011-09-15 00:00:00","Jeff",5,"http://www.giantbomb.com/reviews/gears-of-war-3-review/1900-419/"
"Star Fox 64 3D","Star Fox 64 3D is too short and feature-deprived at $40 to satisfy newcomers while missing some of the nostalgic hooks that made its predecessor beloved.","2011-09-16 14:00:00","Matt",3,"http://www.giantbomb.com/reviews/star-fox-64-3d-review/1900-420/"
"Renegade Ops","Top-down vehicle shooting hasn't been this much fun in ages.","2011-09-16 17:00:00","Brad",5,"http://www.giantbomb.com/reviews/renegade-ops-review/1900-421/"
"NHL 12","The fundamentals of hockey are polished to a glistening sheen in this tightly focused, if not particularly revolutionary sequel.","2011-09-21 12:00:00","Alex",4,"http://www.giantbomb.com/reviews/nhl-12-review/1900-422/"
"Burnout CRASH!","Pure vehicular mayhem should be a lot more fun than it is in Burnout Crash.","2011-09-22 14:00:00","Ryan",3,"http://www.giantbomb.com/reviews/burnout-crash-review/1900-423/"
"Bit.Trip Saga","A collection of truly great games unfortunately marred by frame-rate-breaking 3D.","2011-09-23 17:00:00","Patrick",3,"http://www.giantbomb.com/reviews/bittrip-saga-review/1900-424/"
"X-Men: Destiny","As mediocre as it is half-finished, X-Men: Destiny’s rare glimpses of something better make it all the more disappointing.","2011-10-03 12:00:00","Ryan",2,"http://www.giantbomb.com/reviews/x-men-destiny-review/1900-425/"
"Rage","Rage won't set new standards for game design, but if you want to drive and shoot in an incredible-looking wasteland, this is your game.","2011-10-04 17:00:00","Brad",4,"http://www.giantbomb.com/reviews/rage-review/1900-426/"
"Forza Motorsport 4","Forza Motorsport 4 is a fantastic driving game, but the improvements over Forza 3 feel pretty incremental.","2011-10-07 14:00:00","Jeff",4,"http://www.giantbomb.com/reviews/forza-motorsport-4-review/1900-427/"
"Dead Rising 2: Off the Record","In some important ways, Off the Record is the best Dead Rising yet. It's just a shame you've probably seen most of it before.","2011-10-12 18:00:00","Brad",3,"http://www.giantbomb.com/reviews/dead-rising-2-off-the-record-review/1900-428/"
"NBA 2K12","2K's latest hoops simulator isn't without issue, but those few problems barely register compared with the sheer volume of incredible content contained within this package.","2011-10-14 07:00:00","Alex",5,"http://www.giantbomb.com/reviews/nba-2k12-review/1900-429/"
"Spider-Man: Edge of Time","Save for some occasionally witty banter, this generally generic brawler is too concerned with the window-dressing of time-travel to capitalize on Spider-Man’s character, abilities, or mythology.","2011-10-13 15:00:00","Ryan",2,"http://www.giantbomb.com/reviews/spider-man-edge-of-time-review/1900-430/"
"Batman: Arkham City","Gaming's greatest melee combat system gets even better with a few key improvements, while the rest of Arkham City gives the existing Batman formula some extra size and scope to keep things interesting.","2011-10-14 06:00:00","Jeff",5,"http://www.giantbomb.com/reviews/batman-arkham-city-review/1900-431/"
"TrackMania² Canyon","TrackMania 2: Canyon is a weird, wonderful driving game, but everything surrounding the game itself feels like it's actively trying to discourage you from playing at all.","2011-10-17 18:00:00","Jeff",4,"http://www.giantbomb.com/reviews/trackmania2-canyon-review/1900-432/"
"Ratchet & Clank: All 4 One","Ratchet & Clank with multiplayer is strange, crazy, and mostly fun...but might not be for you.","2011-10-19 16:00:00","Patrick",3,"http://www.giantbomb.com/reviews/ratchet-clank-all-4-one-review/1900-433/"
"Payday: The Heist","Bank heists meet Left 4 Dead in this sometimes exciting shooter.","2011-10-20 13:00:00","Alex",3,"http://www.giantbomb.com/reviews/payday-the-heist-review/1900-434/"
"Uncharted 3: Drake's Deception","Nathan Drake's new adventure doesn't rewrite the book like his last one did, but damn if it's not a great action game anyway.","2011-10-24 09:00:00","Brad",5,"http://www.giantbomb.com/reviews/uncharted-3-drakes-deception-review/1900-435/"
"Just Dance 3","A terrific, varied soundtrack, plus some conceptually interesting new community features get marginalized by gameplay that is demanding and indifferent in equal measure.","2011-10-24 12:00:00","Ryan",2,"http://www.giantbomb.com/reviews/just-dance-3-review/1900-436/"
"Dance Central 2","Harmonix makes its original standard-setting dancing game all but obsolete with a little more structure, a few new features, and a fresh playlist of danceable new songs.","2011-10-24 12:00:00","Ryan",4,"http://www.giantbomb.com/reviews/dance-central-2-review/1900-437/"
"The House of the Dead: OVERKILL","Snappy support for the PlayStation Move makes it easier to appreciate the loving grindhouse aesthetics stitched over this otherwise familiar light-gun shooter.","2011-10-26 17:00:00","Ryan",3,"http://www.giantbomb.com/reviews/the-house-of-the-dead-overkill-review/1900-438/"
"Battlefield 3","A short, derivative campaign does little to get in the way of the best version of multiplayer Battlefield yet.","2011-10-27 18:00:00","Dave",4,"http://www.giantbomb.com/reviews/battlefield-3-review/1900-439/"
"inFamous: Festival of Blood","A few valuable gameplay additions and thick Halloween atmosphere make Festival of Blood easy to bite on for its modest price.","2011-10-28 18:00:00","Brad",4,"http://www.giantbomb.com/reviews/infamous-festival-of-blood-review/1900-440/"
"BurgerTime: World Tour","It's not exactly the Burger Time you remember, but World Tour is a decent little multiplayer game in its own right.","2011-11-03 15:00:00","Alex",3,"http://www.giantbomb.com/reviews/burgertime-world-tour-review/1900-441/"
"Call of Duty: Modern Warfare 3","Modern Warfare 3 feels split between the great excitement of its time-tested multiplayer and the feeling that this whole style of game has just gotten old.","2011-11-08 00:00:00","Jeff",4,"http://www.giantbomb.com/reviews/call-of-duty-modern-warfare-3-review/1900-442/"
"The Elder Scrolls V: Skyrim","Bethesda's latest, seemingly endless fantasy role-playing experience is unmissable, technical flaws be damned.","2011-11-10 05:00:00","Brad",5,"http://www.giantbomb.com/reviews/the-elder-scrolls-v-skyrim-review/1900-443/"
"The Legend of Zelda: Skyward Sword","For mostly better and only a little bit worse, Skyward Sword is the best Zelda game in years, and makes a strong case for motion controls when done right.","2011-11-11 03:00:00","Patrick",4,"http://www.giantbomb.com/reviews/the-legend-of-zelda-skyward-sword-review/1900-444/"
"Saints Row: The Third","Saints Row: The Third redraws the line for sheer absurdity and violence in video games several times over, then proceeds to rub it out entirely with a giant purple dong.","2011-11-11 13:00:00","Alex",4,"http://www.giantbomb.com/reviews/saints-row-the-third-review/1900-445/"
"Super Mario 3D Land","Super Mario 3D Land wastes a bit of time up front with some levels that are a little too basic, but once it gets going, it reveals some terrific moments that make the 3DS make sense.","2011-11-14 17:00:00","Jeff",4,"http://www.giantbomb.com/reviews/super-mario-3d-land-review/1900-446/"
"Rayman Origins","Rayman: Origins is as gorgeously rendered a platformer as you're ever likely to see--and hey, it plays great too!","2011-11-15 12:00:00","Alex",5,"http://www.giantbomb.com/reviews/rayman-origins-review/1900-447/"
"Assassin's Creed: Revelations","The laws of diminishing returns have started to affect Assassin’s Creed, and while Revelations doesn’t quite live up to the promise of its subtitle, there’s still plenty to like about what may be Ezio Auditore’s final adventure.","2011-11-15 19:00:00","Ryan",4,"http://www.giantbomb.com/reviews/assassins-creed-revelations-review/1900-448/"
"Need for Speed: The Run","The Run starts with an incredible idea for a racing game, but everything surrounding this year's Need for Speed feels like a cross-country calamity.","2011-11-15 21:00:00","Jeff",2,"http://www.giantbomb.com/reviews/need-for-speed-the-run-review/1900-449/"
"Halo: Combat Evolved Anniversary","It's easy enough to look past the original Halo's more dated qualities given Anniversary's tasteful visual refresh and a combat formula that's still plenty exciting.","2011-11-17 13:00:00","Brad",4,"http://www.giantbomb.com/reviews/halo-combat-evolved-anniversary-review/1900-450/"
"WWE '12","Though it's miles from perfect, WWE '12 represents the biggest step forward THQ's wrestling franchise has made in years.","2011-11-23 12:00:00","Alex",3,"http://www.giantbomb.com/reviews/wwe-12-review/1900-451/"
"Mario Kart 7","Confident execution of a familiar formula makes for a fun multiplayer experience, when the circumstances are right.","2011-11-29 14:00:00","Ryan",3,"http://www.giantbomb.com/reviews/mario-kart-7-review/1900-452/"
"To the Moon","The interactive elements of To the Moon exist solely in service of pushing you through its story, but it's a story very much worth pushing through.","2011-12-06 16:00:00","Alex",4,"http://www.giantbomb.com/reviews/to-the-moon-review/1900-453/"
"Skylanders: Spyro's Adventure","Skylanders is probably aimed at kids, but whatever. I am a legal adult who can drink, buy pornography, rent a car, and vote... and I think it's still pretty cool.","2011-12-07 12:00:00","Jeff",4,"http://www.giantbomb.com/reviews/skylanders-spyros-adventure-review/1900-454/"
"Blackwater","This game is practically a war crime.","2011-12-15 13:00:00","Alex",1,"http://www.giantbomb.com/reviews/blackwater-review/1900-455/"
"Trine 2","Trine 2 might be one of the prettiest games ever made, and it makes some small but important additions to its predecessor's formula, too.","2011-12-24 13:00:00","Brad",4,"http://www.giantbomb.com/reviews/trine-2-review/1900-456/"
"All Zombies Must Die!","Crafting irradiated shotguns to better dispatch the undead is a great idea, but clunky combat and a lack of mission variety keep this downloadable shooter from realizing its potential.","2012-01-12 16:00:00","Brad",3,"http://www.giantbomb.com/reviews/all-zombies-must-die-review/1900-457/"
"Saints Row: The Third","Genkibowl VII is a bad deal on its own and a very disappointing update for Saints Row season pass holders.","2012-01-24 18:00:00","Jeff",2,"http://www.giantbomb.com/reviews/saints-row-the-third-review/1900-458/"
"NeverDead","NeverDead's one-note dismemberment gimmick wears out its welcome long before you reach the game's miserable conclusion.","2012-02-02 13:00:00","Alex",2,"http://www.giantbomb.com/reviews/neverdead-review/1900-459/"
"Resident Evil: Revelations","Viewed as a handheld game, Revelations is impressive enough, but in the long history of the Resident Evil series, it's just average.","2012-02-06 18:00:00","Brad",3,"http://www.giantbomb.com/reviews/resident-evil-revelations-review/1900-460/"
"The Darkness II","Digital Extremes ably picks up where Starbreeze left off, crafting a satisfyingly brutal adventure that only rarely loses its way.","2012-02-07 11:00:00","Alex",4,"http://www.giantbomb.com/reviews/the-darkness-ii-review/1900-461/"
"Kingdoms of Amalur: Reckoning","Kingdoms of Amalur: Reckoning creates an interesting world and gives you good combat options, but the whole thing overstays its welcome a bit.","2012-02-07 13:00:00","Jeff",4,"http://www.giantbomb.com/reviews/kingdoms-of-amalur-reckoning-review/1900-462/"
"Gotham City Impostors","The framework of Monolith's new multiplayer shooter might not be wildly original, but its nonsensical humor sure is.","2012-02-11 10:00:00","Brad",4,"http://www.giantbomb.com/reviews/gotham-city-impostors-review/1900-463/"
"Uncharted: Golden Abyss","Uncharted: Golden Abyss feels like a made-for-cable version of a proper, big-screen Uncharted adventure.","2012-02-13 06:00:00","Jeff",3,"http://www.giantbomb.com/reviews/uncharted-golden-abyss-review/1900-464/"
"Super Stardust Delta","Super Stardust Delta delivers frantic action and flashy effects at a nice, downloadable price.","2012-02-13 06:00:00","Jeff",4,"http://www.giantbomb.com/reviews/super-stardust-delta-review/1900-465/"
"WipEout 2048","The pieces of a tremendous Wipeout game are present in 2048, but it's hard to look past the game's annoying interface, wicked-long load screens, and underwhelming sense of speed.","2012-02-16 15:00:00","Jeff",3,"http://www.giantbomb.com/reviews/wipeout-2048-review/1900-466/"
"Rayman Origins","The Vita version of Rayman: Origins may lack a few of the mechanical touches of its console brethren, but in terms of sheer beauty and fun, little is lost in translation.","2012-02-16 13:00:00","Alex",5,"http://www.giantbomb.com/reviews/rayman-origins-review/1900-467/"
"Lumines: Electronic Symphony","Electronic Symphony brings a host of great music and beautiful skin designs to the time-tested Lumines formula.","2012-02-16 18:00:00","Jeff",4,"http://www.giantbomb.com/reviews/lumines-electronic-symphony-review/1900-468/"
"Warp","Warp offers an endearing premise and unique puzzle-solving, but it's held back by some basic mechanical issues.","2012-02-17 14:00:00","Brad",3,"http://www.giantbomb.com/reviews/warp-review/1900-469/"
"Escape Plan","Escape Plan never quite breaks out beyond its initial level of promise, but such as it is, it's a decent little puzzler for an OK price.","2012-02-17 16:00:00","Alex",3,"http://www.giantbomb.com/reviews/escape-plan-review/1900-470/"
"Syndicate","Syndicate gives you a great set of tools that make shooting at the world around you a lot of fun whether you're playing alone or with a team.","2012-02-21 09:00:00","Jeff",5,"http://www.giantbomb.com/reviews/syndicate-review/1900-471/"
"Touch My Katamari","Touch My Katamari offers up one distinctly cool new idea for the series while more or less surrounding that idea with the same stuff we've already played to death.","2012-02-21 16:00:00","Alex",3,"http://www.giantbomb.com/reviews/touch-my-katamari-review/1900-472/"
"Rhythm Heaven Fever","Rhythm Heaven Fever's catchy tunes and surprisingly varied two-button gameplay combine into an experience that's as wonderfully silly as it is frequently challenging.","2012-02-22 13:00:00","Alex",5,"http://www.giantbomb.com/reviews/rhythm-heaven-fever-review/1900-473/"
"Alan Wake's American Nightmare","Alan Wake's downloadable debut features a neat story with a clever twist, but one that sadly outstays its welcome.","2012-02-22 13:00:00","Patrick",3,"http://www.giantbomb.com/reviews/alan-wakes-american-nightmare-review/1900-474/"
"Grand Slam Tennis 2","EA Sports’ first earnest shot at tennis is competent, familiar, and wholly inessential. ","2012-02-22 14:00:00","Ryan",3,"http://www.giantbomb.com/reviews/grand-slam-tennis-2-review/1900-475/"
"Asura's Wrath","You may not be the kind of person who should play Asura's Wrath at all, but if you are, you're in for one hell of a weird ride.","2012-02-25 15:00:00","Brad",4,"http://www.giantbomb.com/reviews/asuras-wrath-review/1900-476/"
"SSX","SSX is an intriguing mix of old and new that doesn't always pan out, but the absurdist snowboarding gameplay remains as thrilling as ever.","2012-02-28 13:00:00","Alex",4,"http://www.giantbomb.com/reviews/ssx-review/1900-477/"
"Mass Effect 3","It's not the best game in the trilogy, but I'd still take a decent Mass Effect game over most story-driven releases.","2012-03-06 00:00:00","Jeff",4,"http://www.giantbomb.com/reviews/mass-effect-3-review/1900-478/"
"Journey","Journey stands as a prime example of the truly remarkable things that can be done via this medium.","2012-03-13 12:00:00","Alex",5,"http://www.giantbomb.com/reviews/journey-review/1900-479/"
"I Am Alive","I Am Alive starts with an exciting premise, but it's hard to imagine a wider gulf between the promise of its ideas and the reality of its execution.","2012-03-14 10:00:00","Brad",2,"http://www.giantbomb.com/reviews/i-am-alive-review/1900-480/"
"Street Fighter X Tekken","Street Fighter X Tekken starts out with some amazingly fun updates to the classic Capcom style, but it's a real shame that the online mode is so awkward. ","2012-03-19 16:00:00","Jeff",3,"http://www.giantbomb.com/reviews/street-fighter-x-tekken-review/1900-481/"
"Ninja Gaiden 3","Ninja Gaiden 3 is little more than a shadow of the games that came before it.","2012-03-23 14:00:00","Alex",2,"http://www.giantbomb.com/reviews/ninja-gaiden-3-review/1900-482/"
"Sine Mora","Sine Mora is a marvelous-looking scrolling shooter with a ton of attention to detail, though some core gameplay foibles can grate on your nerves.","2012-03-28 14:00:00","Brad",3,"http://www.giantbomb.com/reviews/sine-mora-review/1900-483/"
"Ridge Racer","The Vita version of Ridge Racer is light on content, and the vast majority of what's actually here has appeared in previous Ridge Racer games.","2012-03-27 13:00:00","Jeff",2,"http://www.giantbomb.com/reviews/ridge-racer-review/1900-484/"
"South Park: Tenorman's Revenge","Tenorman's Revenge would merely be another bland, unremarkable licensed video game were it not so fundamentally atrocious at its core.","2012-04-04 12:00:00","Alex",1,"http://www.giantbomb.com/reviews/south-park-tenormans-revenge-review/1900-485/"
"Kinect Star Wars","Kinect Star Wars isn't a good Kinect game or a good Star Wars game.","2012-04-05 15:00:00","Brad",2,"http://www.giantbomb.com/reviews/kinect-star-wars-review/1900-486/"
"The Splatters","Competence is the greatest achievement The Splatters manages, and that's not quite enough to justify its price.","2012-04-13 13:00:00","Alex",3,"http://www.giantbomb.com/reviews/the-splatters-review/1900-487/"
"Fez","The weird, wonderful world of Fez operates on multiple levels, but only the people who are willing to dig all the way down to its core will come away satisfied.","2012-04-16 10:00:00","Jeff",4,"http://www.giantbomb.com/reviews/fez-review/1900-488/"
"Trials Evolution","Evolution gives you just about everything you could want out of a Trials sequel.","2012-04-19 15:00:00","Brad",5,"http://www.giantbomb.com/reviews/trials-evolution-review/1900-489/"
"The Pinball Arcade","The Pinball Arcade provides a safe virtual home for your pinball worship, complete with accurate re-creations of real tables and appropriately realistic physics.","2012-04-20 16:00:00","Jeff",4,"http://www.giantbomb.com/reviews/the-pinball-arcade-review/1900-490/"
"Bloodforge","Bloodforge is the half-baked XBLA God of War clone you never asked for.","2012-04-25 11:00:00","Alex",2,"http://www.giantbomb.com/reviews/bloodforge-review/1900-491/"
"Mortal Kombat","The Vita version of Mortal Kombat hits just as hard as its console counterparts.","2012-05-01 20:00:00","Jeff",5,"http://www.giantbomb.com/reviews/mortal-kombat-review/1900-492/"
"Minecraft","The Xbox version of Minecraft is both better and worse than the PC original, though it's most valuable for newcomers to the whole phenomenon.","2012-05-09 13:00:00","Brad",4,"http://www.giantbomb.com/reviews/minecraft-review/1900-493/"
"Max Payne 3","Rockstar Games modernizes and makes Max Payne its own, creating something grittier and more grounded in reality, if not quite as singular.","2012-05-14 09:00:00","Ryan",4,"http://www.giantbomb.com/reviews/max-payne-3-review/1900-494/"
"Diablo III","The first Diablo game in over a decade is also one of the most insidiously satisfying loot treadmills in almost as long.","2012-05-22 19:00:00","Brad",5,"http://www.giantbomb.com/reviews/diablo-iii-review/1900-495/"
"Game of Thrones","There is probably a great role-playing game to be made out of George R.R. Martin's A Song of Ice and Fire novels, but Game of Thrones isn't it.","2012-05-23 12:00:00","Alex",2,"http://www.giantbomb.com/reviews/game-of-thrones-review/1900-496/"
"Prototype 2","Prototype 2 gives you some interesting abilities that can be fun to use, but it doesn't give you enough good opportunities to cut loose with all that power.","2012-05-18 15:00:00","Jeff",3,"http://www.giantbomb.com/reviews/prototype-2-review/1900-497/"
"Dragon's Dogma","Capcom has delivered an open-world game with tremendously fun combat, a hilariously crazy ending, and not much else.","2012-05-24 18:00:00","Patrick",3,"http://www.giantbomb.com/reviews/dragons-dogma-review/1900-498/"
"Tom Clancy's Ghost Recon: Future Soldier","Ghost Recon Future Soldier has everything you'd expect from a modern shooter, but it doesn't really complete any of its tasks in an especially satisfying way.","2012-05-30 14:00:00","Jeff",3,"http://www.giantbomb.com/reviews/tom-clancys-ghost-recon-future-soldier-review/1900-499/"
"Gravity Rush","Though Gravity Rush's gravity shifting mechanic is genuinely awesome, the game itself doesn't offer enough interesting ways to use it.","2012-06-11 13:00:00","Alex",3,"http://www.giantbomb.com/reviews/gravity-rush-review/1900-500/"
